,Country,Start_Year,End_Year,F5_Avg,CS_Avg,F5_Start,F5_End,CS_Start,CS_End,Delta_F5,Delta_CS,Pct_Delta_F5,Pct_Delta_CS,Total_Tapio_Elasticity
66,Thailand,1975,2020,8.131430835859408e-10,3.9665009549000003,4.715643508016978e-10,1.2306031326600836e-09,0.828075209,8.839425531,7.590387818583858e-10,8.011350322,0.9334627535796574,2.0197525257376308,0.46216689504509906
67,Turkey,1975,2020,2.826513207029206e-09,8.1276128225,1.315686025871072e-09,5.114066301525118e-09,2.320959911,19.03714241,3.798380275654046e-09,16.716182499000002,1.3438395639574303,2.0567149129845257,0.6533912675371072
68,Turkmenistan,1975,2020,1.2379344677032426e-09,0.7597506725000001,6.943973635023203e-10,6.231510917194208e-10,0.232262519,0.503660145,-7.124627178289947e-11,0.271397626,-0.057552539041168874,0.35721932974004705,-0.16111261135574767
69,USA,1975,2020,4.2032303299803285e-10,21.746050696,3.561561840055042e-10,5.215584695086567e-10,12.6688197,34.23750849,1.6540228550315247e-10,21.568688790000003,0.3935123048655927,0.9918439486562669,0.39674820358456225
70,Ukraine,1975,2020,1.0466346268784316e-09,3.5872321531000004,1.6001577665562996e-09,7.423185381822508e-10,4.244069667,3.474616156,-8.578392283740488e-10,-0.7694535109999996,-0.8196167089679981,-0.21449782956897737,3.8210955822489057
71,United Arab Emirates,1975,2020,3.2016541222460337e-09,1.5090061087,0.0,4.555623637498589e-09,0.0,3.086787073,4.555623637498589e-09,3.086787073,1.4228968725399715,2.0455762605621586,0.6955970794014473
72,United Kingdom,1975,2020,7.913218568019511e-10,3.9455442955000004,8.731204345658845e-10,8.078351503052502e-10,3.374908755,4.890290401,-6.52852842606343e-11,1.5153816459999998,-0.08250155571903234,0.3840741688613998,-0.2148063119256649
73,Uzbekistan,1975,2020,5.410434796329666e-10,1.4094130261000002,8.376883986399235e-10,6.634409434295927e-10,1.245771693,2.682687506,-1.7424745521033086e-10,1.4369158130000002,-0.3220581372287065,1.0195136460290162,-0.3158938955678681
74,Venezuela,1975,2020,9.424007463531563e-10,1.0735717792,9.389210841064717e-10,4.092713527066368e-10,0.722646306,0.653176229,-5.296497313998349e-10,-0.06947007699999996,-0.5620217656336123,-0.06470929875948063,8.685332346477791
75,Vietnam,1975,2020,1.0314289475180542e-09,4.1822105132,1.9584153328521913e-10,2.0400462452352795e-09,0.158524302,10.88736946,1.8442047119500603e-09,10.728845158,1.7880094565775013,2.5653527301261723,0.6969838633027129
